"u_account","u_account.name","u_account.u_number","acv","acv_usd","annual_list_value","annual_list_value_usd","contract","notes","product_price","quantity","sales_price","product_price.product.u_family_3","product_price.product.u_family_2","number"
"Cembra Money Bank AG","Cembra Money Bank AG","ACCT0035868","12,690","14,054.78","52,380","54,000","BV-22514PP","","App Engine - Fulfiller   (CHF)","30","35.25","App Engine Fulfiller","Now Platform App Engine","CLI0152915"
"Celestica Inc","Celestica Inc","ACCT0005924","237,600","237,600","990,000","990,000","CON1089427","","App Engine - Fulfiller   (USD)","550","36","App Engine Fulfiller","Now Platform App Engine","CLI0213658"
"Cegid Group","Cegid Group","ACCT0018576","1,566","1,836.14","2,332.8","2,880","CON0080184","","Now Platform App Engine Starter + - Platform User (EUR)","15","8.7","App Engine Starter","App Engine - Legacy","CLI0163539"
"Cegal Group AS","Cegal Group AS","ACCT0022223","31,281.6","37,187.57","313,992","352,800","BV-26514HR","","App Engine - Fulfiller   (EUR)","196","13.3","App Engine Fulfiller","Now Platform App Engine","CLI0163390"
"CDW LLC","CDW LLC","ACCT0001293","600,000","600,000","2,400,000","2,400,000","CON1270419","","App Engine - Unrestricted User (USD)","10,000","5","App Engine Unrestricted User","Now Platform App Engine","CLI0175681"
"CDW Canada - The Regional Municipality of Peel","CDW Canada - The Regional Municipality of Peel","ACCT0156904","17,982","14,485.33","0","0","LCN0013835-PEEL","","Now Platform® App Engine for IT Service Management - Module (CAD)","1","1,498.5","App Engine ITSM","Now Platform App Engine","CLI0172470"
"CCEP Group Services Limited","CCEP Group Services Limited","ACCT0032623","106,657.2","127,455.35","0","0","CON0938156","","Now Platform® App Engine for IT Service Management - Module (EUR)","1","8,888.1","App Engine ITSM","Now Platform App Engine","CLI0210135"
"CBRE Inc","CBRE Inc","ACCT0003522","225,000","225,000","1,260,000","1,260,000","26216KR","","Now Platform App Engine Starter - Platform User (USD)","15,000","1.25","App Engine Starter","App Engine - Legacy","CLI0118640"
"CBRE Inc","CBRE Inc","ACCT0003522","52,800","52,800","480,000","480,000","26216KR","","Now Platform App Engine Professional - Platform User (USD)","400","11","App Engine Professional","App Engine - Legacy","CLI0118647"
"Catholic Education Network","Catholic Education Network","ACCT0038336","0","0","0","0","CON0044449","","Now Platform App Engine Starter - Platform User (AUD)","0","0","App Engine Starter","App Engine - Legacy","CLI0134573"
"Catholic Education Network","Catholic Education Network","ACCT0038336","95,454.48","70,814.7","809,640","622,800","CON0044449","","App Engine - Fulfiller   (AUD)","346","22.99","App Engine Fulfiller","Now Platform App Engine","CLI0176819"
"Caterpillar Inc","Caterpillar Inc","ACCT0000175","4,620","4,620","99,000","99,000","CON005664","","App Engine - Fulfiller   (USD)","55","7","App Engine Fulfiller","Now Platform App Engine","CLI0173125"
"Caterpillar Inc","Caterpillar Inc","ACCT0000175","0","0","12,000,000","12,000,000","CON005664","","Now Platform App Engine Standard - Unrestricted User (USD)","125,000","0","App Engine Standard","App Engine - Legacy","CLI0173133"
"Castle & Cooke Mortgage LLC","Castle & Cooke Mortgage LLC","ACCT0077946","6,240","6,240","0","0","CON0537866","","Now Platform® App Engine for IT Service Management - Module (USD)","1","520","App Engine ITSM","Now Platform App Engine","CLI0202355"
"Cargotec Oyj","Cargotec Oyj","ACCT0006869","0","0","0","0","BV-24612SGT","","Now Platform® App Engine for IT Service Management - Module (EUR)","1","0","App Engine ITSM","Now Platform App Engine","CLI0164994"
"Cargotec Oyj","Cargotec Oyj","ACCT0006869","109,183.8","131,500.97","517,590","639,000","BV-24612SGT","","App Engine - Fulfiller   (EUR)","355","25.63","App Engine Fulfiller","Now Platform App Engine","CLI0164992"
"CapitaLand Business Services Pte Ltd","CapitaLand Business Services Pte Ltd","ACCT0025048","27,000","27,000","27,000","27,000","CON0061293","","App Engine - Fulfiller   (USD)","15","150","App Engine Fulfiller","Now Platform App Engine","CLI0209989"
"Capital One Services LLC","Capital One Services LLC","ACCT0003007","224,640","224,640","576,000","576,000","CON0086537","","Now Platform App Engine Starter + - Platform User (USD)","3,000","6.24","App Engine Starter","App Engine - Legacy","CLI0121404"
"Capital District Physicians Health Plan Inc CDPHP","Capital District Physicians Health Plan Inc CDPHP","ACCT0007644","34,732.8","34,732.8","77,184","77,184","30213SR","","Now Platform App Engine Starter - Unrestricted User (USD)","2,144","1.35","App Engine Starter","App Engine - Legacy","CLI0122571"
"Capita Local Public Services - Link2ICT/ Entrust","Capita Local Public Services - Link2ICT/ Entrust","ACCT0121935","0","0","201,096","264,600","BV-15614EK-Link2ICT","","App Engine - Fulfiller   (GBP)","147","0","App Engine Fulfiller","Now Platform App Engine","CLI0209503"
"Canterbury District Health Board","Canterbury District Health Board","ACCT0030522","14,443.2","9,474.75","41,310","27,000","CON0623599-36mnts","","App Engine - Fulfiller   (NZD)","15","80.24","App Engine Fulfiller","Now Platform App Engine","CLI0142290"
"Canadian Western Bank","Canadian Western Bank","ACCT0007689","45,000","35,751.48","73,728","57,600","02113AD","","Now Platform App Engine Starter + - Platform User (CAD)","300","12.5","App Engine Starter","App Engine - Legacy","CLI0105601"
"Canadian Tire Corporation Limited","Canadian Tire Corporation Limited","ACCT0008725","0","0","0","0","01512BH","","Now Platform® App Engine for IT Service Management - Module (USD)","1","0","App Engine ITSM","Now Platform App Engine","CLI0174874"
"Canadian Imperial Bank Of Commerce (Distribution)","Canadian Imperial Bank Of Commerce (Distribution)","ACCT0016633","0","0","0","0","30111BH","","Now Platform® App Engine for IT Service Management - Module (USD)","1","0","App Engine ITSM","Now Platform App Engine","CLI0215958"
"California State Polytechnic University Pomona","California State Polytechnic University Pomona","ACCT0007424","0","0","0","0","CON1139296","","I2 Now Platform® App Engine for Customer Service Management - Module (USD)","1","0","App Engine Professional","App Engine","CLI0146105"
"California Dept Of Water Resources","California Dept Of Water Resources","ACCT0053428","2,940","2,940","15,000","15,000","CON0070493","","Now Platform App Engine Standard - Platform User (USD)","50","4.9","App Engine Standard","App Engine - Legacy","CLI0167877"
"California Dept Of General Services","California Dept Of General Services","ACCT0092694","176,640","176,640","1,200,000","1,200,000","CON0612129-ADDL2","","Now Platform App Engine Standard - Platform User (USD)","4,000","3.68","App Engine Standard","App Engine - Legacy","CLI0184974"
"Caliber Home Loans Inc","Caliber Home Loans Inc","ACCT0019085","12,750","12,750","15,000","15,000","CON0065443","","Now Platform App Engine Standard - Platform User (USD)","50","21.25","App Engine Standard","App Engine - Legacy","CLI0119634"
"Cabot Oil & Gas Corp","Cabot Oil & Gas Corp","ACCT0002133","4,255.68","4,255.68","0","0","CON0075318","","Now Platform® App Engine for IT Service Management - Module (USD)","1","354.64","App Engine ITSM","Now Platform App Engine","CLI0185454"
"CAAT Pension Plan","CAAT Pension Plan","ACCT0146065","72,000","72,000","180,000","180,000","CON1198313","","App Engine - Fulfiller   (USD)","100","60","App Engine Fulfiller","Now Platform App Engine","CLI0155568"
"BWAY Corporation","BWAY Corporation","ACCT0133541","32,390.4","32,390.4","72,000","72,000","CON1049530","","App Engine - Fulfiller   (USD)","40","67.48","App Engine Fulfiller","Now Platform App Engine","CLI0140888"
"Buzz Group Limited","Buzz Group Limited","ACCT0014507","21,912","30,307.14","0","0","BV-32612NP","","Now Platform® App Engine for IT Service Management - Module (GBP)","1","1,826","App Engine ITSM","Now Platform App Engine","CLI0191315"
"Bureau Of Economic Analysis","Bureau Of Economic Analysis","ACCT0032902","34,444.8","34,444.8","40,320","40,320","003807","","Now Platform App Engine Starter - Platform User (USD)","480","5.98","App Engine Starter","App Engine - Legacy","CLI0156151"
"Bureau Des Metiers Sion","Bureau Des Metiers Sion","ACCT0080751","6,826.8","7,341.7","0","0","CON1243997","","Now Platform® App Engine for Customer Service Management - Module (CHF)","1","568.9","App Engine CSM","Now Platform App Engine","CLI0187460"
"Bupa Australia Pty Ltd","Bupa Australia Pty Ltd","ACCT0016987","137,153.76","105,786.13","552,240","424,800","BV-10812KEY","","App Engine - Fulfiller   (AUD)","236","48.43","App Engine Fulfiller","Now Platform App Engine","CLI0170548"
"Bunge SA","Bunge SA","ACCT0007375","56,712","56,712","360,000","360,000","BV-06611MWST","","App Engine - Fulfiller   (USD)","200","23.63","App Engine Fulfiller","Now Platform App Engine","CLI0193341"
"Buckinghamshire Council","Buckinghamshire Council","ACCT0021162","22,500","30,932.27","27,360","45,000","CON1092968","","App Engine - Fulfiller   (GBP)","25","75","App Engine Fulfiller","Now Platform App Engine","CLI0202195"
"Brookdale Senior Living Inc","Brookdale Senior Living Inc","ACCT0001288","135,000","135,000","2,700,000","2,700,000","CON0064575","","App Engine - Fulfiller   (USD)","1,500","7.5","App Engine Fulfiller","Now Platform App Engine","CLI0209298"
"Broadcasting Authority Of Ireland","Broadcasting Authority Of Ireland","ACCT0009772","58,555.68","63,486.07","68,886","77,400","BV-09114MS","","App Engine - Fulfiller   (EUR)","43","113.48","App Engine Fulfiller","Now Platform App Engine","CLI0136887"
"British Columbia Lottery Corp","British Columbia Lottery Corp","ACCT0001615","61,112.88","49,107.98","0","0","15009JW","","Now Platform® App Engine for IT Service Management - Module (CAD)","1","5,092.74","App Engine ITSM","Now Platform App Engine","CLI0179944"
"British Columbia Automobile Association","British Columbia Automobile Association","ACCT0005472","3,096","2,462.34","6,912","5,400","28812RP","","App Engine - Fulfiller   (CAD)","3","86","App Engine Fulfiller","Now Platform App Engine","CLI0191217"
"Bristow Group Inc","Bristow Group Inc","ACCT0002209","79,027.2","79,027.2","378,000","378,000","30411TE","","App Engine - Fulfiller   (USD)","210","31.36","App Engine Fulfiller","Now Platform App Engine","CLI0193730"
"Brisbane Catholic Education","Brisbane Catholic Education","ACCT0022411","54,000","41,119.01","351,000","270,000","BV-33214SM","","App Engine - Fulfiller   (AUD)","150","30","App Engine Fulfiller","Now Platform App Engine","CLI0169669"
"BrightView Companies LLC","BrightView Companies LLC","ACCT0010508","18,370.8","18,370.8","0","0","06412TF","","Now Platform® App Engine for IT Service Management - Module (USD)","1","1,530.9","App Engine ITSM","Now Platform App Engine","CLI0168721"
"Bridgewater Associates LP","Bridgewater Associates LP","ACCT0009867","0","0","0","0","CON0677361","","App Engine - Fulfiller   (USD)","0","0","App Engine Fulfiller","Now Platform App Engine","CLI0202454"
"Bridgewater Associates LP","Bridgewater Associates LP","ACCT0009867","0","0","3,960,000","3,960,000","CON0677361-INST","","App Engine - Fulfiller   (USD)","2,200","0","App Engine Fulfiller","Now Platform App Engine","CLI0202494"
"Bridgewater Associates LP","Bridgewater Associates LP","ACCT0009867","76,782","76,782","0","0","CON0677361","","Now Platform® App Engine for IT Service Management - Module (USD)","1","6,398.5","App Engine ITSM","Now Platform App Engine","CLI0202445"
"Bravium Consulting Inc.","Bravium Consulting Inc.","ACCT0040454","12,496.8","12,496.8","0","0","CON1127368","","Now Platform® App Engine for IT Service Management - Module (USD)","1","1,041.4","App Engine ITSM","Now Platform App Engine","CLI0155555"
"BP Intl Ltd","BP Intl Ltd","ACCT0004849","1,330,560","1,330,560","18,480,000","18,480,000","BP00286428","","App Engine - Unrestricted User (USD)","77,000","1.44","App Engine Unrestricted User","Now Platform App Engine","CLI0174847"
"Bouygues Telecom","Bouygues Telecom","ACCT0018555","408,000","494,700","801,000","900,000","BV-31114HL-BT-AppEng","","Now Platform App Engine Professional - Unrestricted User (EUR)","5,000","6.8","App Engine Professional","App Engine - Legacy","CLI0118864"
"Booz Allen Hamilton Inc - DHS","Booz Allen Hamilton Inc - DHS","ACCT0080695","45,158.4","45,158.4","0","0","03614JC-DHS","","Now Platform® App Engine - Module (USD)","1","3,763.2","App Engine Module","Now Platform App Engine","CLI0158832"
"Boeing Co","Boeing Co","ACCT0001406","10,800","10,800","36,000","36,000","CON0586310","","App Engine - Fulfiller   (USD)","20","45","App Engine Fulfiller","Now Platform App Engine","CLI0171839"
"Bob Evans Farms Inc","Bob Evans Farms Inc","ACCT0004047","1,260","1,260","5,400","5,400","01310TB","","App Engine - Fulfiller   (USD)","3","35","App Engine Fulfiller","Now Platform App Engine","CLI0176111"
"BNP Paribas SA","BNP Paribas SA","ACCT0145313","1,602","1,894.04","1,602","1,800","BV-06010KK-14MNTH","","App Engine - Fulfiller   (EUR)","1","133.5","App Engine Fulfiller","Now Platform App Engine","CLI0164322"
"BNP Paribas Cardif SA","BNP Paribas Cardif SA","ACCT0020612","8,010","9,571.95","8,010","9,000","BV-06010KK","","App Engine - Fulfiller   (EUR)","5","133.5","App Engine Fulfiller","Now Platform App Engine","CLI0189571"
"BNP Paribas","BNP Paribas","ACCT0077716","37,332","44,137.62","1,361,700","1,530,000","BV-06010KK - Poland","","App Engine - Fulfiller   (EUR)","850","3.66","App Engine Fulfiller","Now Platform App Engine","CLI0176968"
"BlueCross BlueShield Of Minnesota","BlueCross BlueShield Of Minnesota","ACCT0000776","72,072","72,072","633,600","633,600","08314TW","","Now Platform App Engine Standard - Unrestricted User (USD)","6,600","0.91","App Engine Standard","App Engine - Legacy","CLI0118096"
"BlueCross & BlueShield Of MA Inc Blue Cross & Blue Shield of MA HMO Blue INC","BlueCross & BlueShield Of MA Inc Blue Cross & Blue Shield of MA HMO Blue INC","ACCT0013299","25,403.76","25,403.76","68,400","68,400","CON0079100","","App Engine - Fulfiller   (USD)","38","55.71","App Engine Fulfiller","Now Platform App Engine","CLI0186510"
"BlueCross & BlueShield Of MA Inc Blue Cross & Blue Shield of MA HMO Blue INC","BlueCross & BlueShield Of MA Inc Blue Cross & Blue Shield of MA HMO Blue INC","ACCT0013299","13,370.4","13,370.4","36,000","36,000","CON1256186","","App Engine - Fulfiller   (USD)","20","55.71","App Engine Fulfiller","Now Platform App Engine","CLI0148053"
"Blue Water Shipping AS","Blue Water Shipping AS","ACCT0025326","120,345","143,066.14","379,140","426,000","CON0051792","","App Engine - Unrestricted User (EUR)","1,775","5.65","App Engine Unrestricted User","Now Platform App Engine","CLI0191070"
"Blizzard Entertainment US","Blizzard Entertainment US","ACCT0065126","89,040","89,040","0","0","CON0055632","","Now Platform® App Engine for IT Service Management - Module (USD)","1","7,420","App Engine ITSM","Now Platform App Engine","CLI0144479"
"Blank Rome LLP","Blank Rome LLP","ACCT0016063","172,800","172,800","270,000","270,000","CON0555125","","App Engine - Fulfiller   (USD)","150","96","App Engine Fulfiller","Now Platform App Engine","CLI0201902"
"BizReach, Inc.","BizReach, Inc.","ACCT0132371","0","0","0","0","CON1083021","","Now Platform App Engine Standard - Platform User (JPY)","0","0","App Engine Standard","App Engine - Legacy","CLI0100586"
"BizReach, Inc.","BizReach, Inc.","ACCT0132371","53,927,928","487,214.59","60,480,000","504,000","CON1083021","","App Engine - Unrestricted User (JPY)","2,100","2,140","App Engine Unrestricted User","Now Platform App Engine","CLI0138741"
