Acct Number,Account,Cacv
ACCT0064473,Incentive Technology Group LLC,0
ACCT0055570,Indiana Family And Social Services Administration,0
ACCT0092366,Infosys - BJ Services,0
ACCT0092216,Infosys - BP L48,0
ACCT0147364,"Infosys - Coca-Cola Bottling Investment Group, Singapore",0
ACCT0179664,Infosys - E.ON (ELMU-EMASZ),0
ACCT0154776,Infosys - HPE FS,0
ACCT0177024,Infosys - Intel (Information Security),0
ACCT0177091,Infosys - Intel (IPAS),0
ACCT0177092,Infosys - Intel (LTD),0
ACCT0165151,Infosys - Proximus (Davinsi Labs),0
ACCT0132336,Infosys - Radial,0
ACCT0070754,Infosys - Tate & Lyle,0
ACCT0170720,Infosys - Toll IPEC Pty Ltd,0
ACCT0089869,Infosys - USG Boral,0
ACCT0156742,Initial Saudi Group,0
ACCT0154595,INRY Apps - Techmate Technologies Inc,0
ACCT0068088,Inselspital Bern,0
ACCT0064471,Insurity Inc,0
ACCT0151058,Integral Acoustics,0
ACCT0130637,Intel - Information Security,0
ACCT0124738,Intel - LTD,0
ACCT0005562,Internal Revenue Service - IRS,0
ACCT0033470,International Baccalaureate Organization Singapore Branch,0
ACCT0119921,IQ Option Europe Ltd,0
ACCT0037470,ITC GmbH,0
ACCT0018319,ITC Infotech Inc,0
ACCT0128454,iTech AG - OSD,0
ACCT0156888,ITone Information Technologies Pvt Ltd,0
ACCT0035746,ITSCare - IT-Services Fur Den Gesundhe,0
ACCT0061576,"Ivanti, Inc.",0
ACCT0124372,Jade Global - Infoblox,0
ACCT0135353,Jade Global - JUUL,0
ACCT0031778,Jade Global Inc,0
ACCT0032640,Japan Post Insurance Co Ltd,0
ACCT0017894,Johnsonville Sausage LLC,0
ACCT0033188,Joyson Safety Systems Inc.,0
ACCT0017989,JPS Health Network,0
ACCT0029987,JTB Corp,0
ACCT0082833,KEHA-Keskus,0
ACCT0090112,Keralia SAS,0
ACCT0087749,Keshet Broadcasting Ltd,0
ACCT0006013,Keurig Dr Pepper Inc,0
ACCT0172978,KIK Innovation Ltd,0
ACCT0022361,Kinney Group Inc,0
ACCT0114059,KocSistem Bilgi - EPIAS,0
ACCT0160609,Konversational,0
ACCT0156845,Korian Deutschland GmbH,0
ACCT0214343,KPMG – Walmart Global Tech,0
ACCT0113833,KPMG LLP UK  CIOA,0
ACCT0076367,KPMG Spectrum (OEM),0
ACCT0161565,KPMGi KLP,0
ACCT0003700,Kroger Co,0
ACCT0083763,Kulicke & Soffa Pte Ltd,0
ACCT0082755,Kumoco Ltd,0
ACCT0106356,Kuwait Investment Authority,0
ACCT0095723,Kyndryl - State Street,0
ACCT0152119,Kyndryl - Supermercados Unimarc SA- SMU,0
ACCT0175190,Kyndryl Italia SpA,0
ACCT0075486,L-Bank Landeskreditbank Baden-Wurttemberg Forderbank,0
ACCT0137771,L&T Infotech - Kyosan,0
ACCT0108269,Lapin korkeakoulukonserni,0
ACCT0014240,Liaison Technologies Inc,0
ACCT0138179,Life Fitness LLC,0
ACCT0038119,Lilly Pulitzer,0
ACCT0005576,Limelight Networks Inc,0
ACCT0093831,Lockheed Martin (Citizen Developer),0
ACCT0005261,Logicalis US Managed Services,0
ACCT0128708,Lucid Holdings LLC,0
ACCT0066138,Lumileds LLC,0
ACCT0002408,LyondellBasell Industries Inc,0
ACCT0065412,Magnite Inc,0
ACCT0093449,Manulife Financial Corp,0
ACCT0075674,Marubeni IT Solutions Inc,0
ACCT0005099,Massachusetts Mutual Life Insurance Company,0
ACCT0029611,Massmart Holdings Ltd,0
ACCT0071129,Maxion Wheels U.S.A. LLC,0
ACCT0000694,McDonald's Corp,0
ACCT0155199,MediaAgility India Pvt Ltd,0
ACCT0021365,Mellanox Technologies Ltd,0
ACCT0143789,Mercer Schweiz AG - Barry Callebaut AG,0
ACCT0066375,Meridian Health Plan,0
ACCT0141716,Metsahallitus,0
ACCT0178861,MI Digital Services Co Ltd,0
ACCT0177047,Microland - Weir Group Plc,0
ACCT0124494,Microsoft Azure Managed Experience,0
ACCT0123888,Microsoft Global Data Center Operations,0
ACCT0093409,Miljø- og Fødevareministeriet,0
ACCT0033259,Mindtree Ltd,0
ACCT0080059,Mindtree Ltd,0
ACCT0127283,Mindtree Ltd,0
ACCT0065369,Ministry Of Justice Kingdom Of Saudi Arabia,0
ACCT0073604,Mizuho Bank Ltd,0
ACCT0140480,Mobichord - Samsung SDS America Inc,0
ACCT0150380,Mobichord-Volkswagen,0
ACCT0038929,Monochrome,0
ACCT0044216,Motion Picture And Television Fund,0
ACCT0056460,Mount Auburn Hospital,0
ACCT0093014,MOURI Tech LLC,0
ACCT0008188,"MSG Entertainment Group, LLC.",0
ACCT0014447,"MTM Technologies, Inc.",0
ACCT0010897,NASA/Jet Propulsion Laboratories,0
ACCT0141565,Navisite  - Dollar Tree,0
ACCT0171567,Ndlovu Care Group,0
ACCT0027900,NEC Fielding Ltd,0
ACCT0149488,NetApp Keystone,0
ACCT0016883,Netox Oy,0
ACCT0130284,New Development Bank,0
ACCT0065808,New Relic Inc,0
ACCT0143822,Newflow Systems Pty Ltd,0
ACCT0196376,NGC Europe,0
ACCT0009386,NHLE,0
ACCT0050557,NHS Greater Glasgow & Clyde,0
ACCT0002342,Noble Energy Inc,0
ACCT0016821,NordLB,0
ACCT0095933,Norges Teknisk-Naturvitenskapelige Universitet,0
ACCT0144698,Northrop Grumman Corp - (CSSG),0
ACCT0002053,Northwest Community Healthcare,0
ACCT0011309,Novartis AG,0
ACCT0170719,NTT Limited Australia,0
ACCT0095582,NuAxis Innovations,0
ACCT0120990,Nuvolo - GE Power,0
ACCT0096736,Nuvolo - Harvard University,0
ACCT0154578,Nuvolo - Lehigh Valley Health Network,0
ACCT0145909,Nuvolo - Parkview Health System Inc,0
ACCT0143501,OEM Test Account,0
ACCT0004275,Office Depot Inc,0
ACCT0018685,Office Of The Secretary Of Defense OSD,0
ACCT0175254,OFR Datahub Program,0
ACCT0006376,Ohio State College Of Education And Human Ecology,0
ACCT0138167,Olam information Services Pvt Ltd,0
ACCT0010183,Old Mutual Plc,0
ACCT0088537,"On Deck Capital, Inc.",0
ACCT0059129,OneLogin Inc,0
ACCT0002838,Oppenheimer & Co Inc,0
ACCT0021255,Organisation For Economic Co-Operation And Development OECD,0
ACCT0066860,Oy Apotti AB,0
ACCT0149504,P1 Consulting Pty Ltd,0
ACCT0031766,P5 Solutions Inc,0
ACCT0080149,Pacxa,0
ACCT0006687,PCM Inc,0
ACCT0019439,"PCM Sales, Inc.",0
ACCT0009764,PepsiCo Intl Ltd,0
ACCT0177789,Peraton Corp - US Dept Of Homeland Security,0
ACCT0068880,Perforce,0
ACCT0072580,PersoPoint,0
ACCT0150082,Philippi Prietocarrizosa Ferrero DU & Uria,0
ACCT0039948,Photon Interactive Pvt Ltd,0
ACCT0033466,Pivot Technology Solutions Ltd,0
ACCT0119997,PlatCore - Novelis Inc,0
ACCT0000580,PNM Resources Inc,0
ACCT0097075,Poliisihallitus,0
ACCT0003086,"PPD Development, L.P.",0
ACCT0001219,Principal Financial Group,0
ACCT0076106,ProV International Inc,0
ACCT0027522,Prudential Group Insurance,0
ACCT0069664,Prudential Retirement,0
ACCT0081901,PSA Antwerp NV,0
ACCT0079584,PTC Cloud Services,0
ACCT0165085,Punch IT Australia Pty Ltd,0
ACCT0126194,PWC Managed Services FedRAMP,0
ACCT0022589,PwC Public Sector,0
ACCT0001542,Quad/Graphics,0
ACCT0144752,RAKsys India LLP,0
ACCT0093337,Rapid Technologies,0
ACCT0171362,RavenTek Solution Partners,0
ACCT0002504,Raytheon Company,0
ACCT0157108,Reddytec GmbH,0
ACCT0066165,Region Hovedstaden,0
ACCT0146942,Revolut Ltd,0
ACCT0149752,Ringerikskraft AS,0
ACCT0026378,Risk Management Solutions Inc RMS,0
ACCT0004358,Rite Aid Hdqtrs. Corp.,0
ACCT0020131,Robeco Groep NV,0
ACCT0164385,Robin Healthcare,0
ACCT0171192,Rockefeller Philanthropy Advisors,0
ACCT0001224,Rockwell Collins Inc,0
ACCT0136372,RSM US LLP,0
ACCT0096495,Rushmore Loan Management Services LLC,0
ACCT0040565,RxOptions LLC,0
ACCT0004264,Ryder System Inc,0
ACCT0130759,Saddleback Communications,0
ACCT0133879,SAIC - iConectiv,0
ACCT0094549,Salient CRGT Inc,0
ACCT0032991,Sanitas Krankenversicherung AG,0
ACCT0031629,Sanofi,0
ACCT0037165,Sanquin,0
ACCT0138936,SB Investment Advisers (US) Inc,0
ACCT0026509,Scale Now CRM - Demo Account,0
ACCT0093072,SCC Plc,0
ACCT0011348,Schindler Holding AG,0
ACCT0092276,Schonfeld Strategic Techworx,0
ACCT0143722,Searce Cosourcing Service Pvt Ltd,0
ACCT0095493,SeatGeek,0
ACCT0156734,Second Harvest of Silicon Valley,0
ACCT0025396,Select Portfolio Servicing Inc,0
ACCT0170414,Serco Inc - Facilities,0
ACCT0138435,Service Potential Pty Ltd,0
ACCT0000098,Service-now.com,0
ACCT0031635,SES Engineering Luxembourg Sarl,0
ACCT0169453,SHEIN Distribution Corp,0
ACCT0139617,Sierra Nevada Corp CSM,0
ACCT0156927,"SightCall, Inc.",0
ACCT0150008,Silvergate Bank,0
ACCT0024142,Smals ASBL,0
ACCT0184098,Sneeyeg Ltd,0
ACCT0106728,"SoftwareONE, Inc.",0
ACCT0026739,Solvera Solutions,0
ACCT0025037,Sony Electronics Singapore Pte Ltd,0
ACCT0086427,Southeast Insurance PCL,0
ACCT0013054,Southeastern Regional Medical Center,0
ACCT0142939,Southwestern Health Resources Clinically Integrated Network,0
ACCT0040016,Spark New Zealand Ltd,0
ACCT0008853,Spectra Laboratories Inc,0
ACCT0000004,SpiraLinks Corp,0
ACCT0103815,St. Bonifatius Hospitalgesellschaft Lingen E.V.,0
ACCT0025461,Standard Chartered Bank,0
ACCT0065453,Statens Servicecenter,0
ACCT0133968,Subaru IT Creations Corp,0
ACCT0092664,Sungard As US Soil US Citizen,0
ACCT0018931,SUNY Oswego,0
ACCT0019344,Swiss Armed Forces,0
ACCT0154292,Swisscom Schweiz AG  - Genolier Swiss Medical Network SA,0
ACCT0071663,SYMC TAP,0
ACCT0082873,Symfoni ESM – a Fujitsu Co (Finland),0
ACCT0066364,"SYSUSA, Inc",0
ACCT0031650,Takeda Pharmaceutical Co Ltd,0
ACCT0032624,Tapestry IT,0
ACCT0141446,Tata Consultancy Services - Al Tayyar,0
ACCT0177127,Tata Consultancy Services - BBC Worldwide,0
ACCT0146315,Tata Consultancy Services - Eli Lilly & Co,0
ACCT0183200,Tata Consultancy Services - Pemex Deer Park,0
ACCT0152099,Tata Consultancy Services - Tata Digital Ltd,0
ACCT0153468,Tata Consultancy Services -TRYG Forsikring AS,0
ACCT0150178,Tata Consultancy Services – Bayer AG,0
ACCT0153549,TCC - Tahakom,0
ACCT0211713,Teachers Insurance And Annuity Association Of America (TIAA),0
ACCT0141459,Tech Lock Inc,0
ACCT0132352,Tech Mahindra - Burlington Northern Santa Fe LLC,0
ACCT0092210,Tech Mahindra - MLC,0
ACCT0091298,Tech Mahindra - SPX Flow,0
ACCT0171819,Tech Mahindra (MSP-EA) - RS Components,0
ACCT0159898,Tech Mahindra (MSP-EA) - RUAG (ITSM),0
ACCT0153898,Tech Mahindra (MSP) - RUAG,0
ACCT0166644,TEKsystems - Mountain Health Network,0
ACCT0069420,TEKsystems - Radian Group,0
ACCT0125358,Templar Shield Inc,0
ACCT0019177,Teradata Corporate R&D,0
ACCT0109099,Teradata IntelliCloud,0
ACCT0142751,Test Account - Federal 2,0
ACCT0142753,Test Account - Federal 4,0
ACCT0160273,Test Account - IRAP,0
ACCT0039703,Texas Workforce Commission,0
ACCT0004842,The Argus Group,0
ACCT0143359,The Bryn Mawr Trust Company,0
ACCT0165417,The Cloud People BV,0
ACCT0080454,The Cloud People Denmark,0
ACCT0007708,The Co-operative Bank Plc,0
ACCT0016878,The Gavilon Group LLC,0
ACCT0146410,The Home Depot Mexico,0
ACCT0023297,The Regional Municipality of Peel,0
ACCT0132720,Tilastokeskus,0
ACCT0031250,TIS Inc,0
ACCT0067375,Total SA,0
ACCT0150233,TOW80 Consulting srl,0
ACCT0134369,Toys R Us Canada Ltd,0
ACCT0002355,Transocean Inc,0
ACCT0076697,Trevecca Nazarene University,0
ACCT0132343,Tribune Publishing Company LLC,0
ACCT0033092,TSB Bank Plc,0
ACCT0040023,Turkiye Sise Ve Cam Fabrikalar AS,0
ACCT0001246,Tyson Foods Inc,0
ACCT0096528,UniKomm - Johns Hopkins Aramco Healthcare Co JHAH,0
ACCT0167512,UniKomm-ROSHN,0
ACCT0194413,UniKomm-Saudi Air Navigation Services,0
ACCT0089224,Uniper SE,0
ACCT0095696,Unisys - Texas Workforce Commission,0
ACCT0091342,United States Army Special Operations Command G6,0
ACCT0123992,UnitedHealth Group Inc,0
ACCT0159373,"UnityBPO, Inc - Amedisys Inc",0
ACCT0160935,University of Houston-Clear Lake,0
ACCT0001087,University Of Phoenix Inc,0
ACCT0021285,US Army - CECOM SEC,0
ACCT0114609,US Army - Corps of Engineers - DSRC,0
ACCT0020064,US Army - PEO EIS - RCAS,0
ACCT0015495,US Army Installation Management Command IMCOM,0
ACCT0150906,US Dept of State - IRM-CPMO,0
ACCT0150856,US Dept of State - IRM-ILAB,0
ACCT0065667,USDA-National Finance Center,0
ACCT0143754,USMC - Marine Corps Warfighting Laboratory MCWL,0
ACCT0005236,USMC - United States Marine Corps (HQMC),0
ACCT0158301,UST Global Inc - Incora,0
ACCT0163910,V-Soft Consulting Group Inc - MediRevv,0
ACCT0097383,Valtori Oy,0
ACCT0005255,Vanguard Group Inc,0
ACCT0018992,VCE Co LLC,0
ACCT0037284,VCE Co LLC - Engineering,0
ACCT0040711,Vencore Inc,0
ACCT0156276,Verizon - US Army Cyber Command,0
ACCT0151215,Vertex Aerospace,0
ACCT0187942,Virnex Group Oy,0
ACCT0037938,Vista Outdoor Inc,0
ACCT0048784,Vivint Solar Inc,0
ACCT0152248,Volteo Edge USA LLC,0
ACCT0011652,Vorwerk & Co KG,0
ACCT0076792,VSI Global Solutions SAS d/b/a NovoScale,0
ACCT0073798,Vulcan LLC,0
ACCT0005256,"VWR International, LLC",0
ACCT0032784,WalMart.com USA LLC,0
ACCT0006370,Warner Bros,0
ACCT0043085,WASH Multifamily Laundry Systems LLC,0
ACCT0013223,Wastequip LLC,0
ACCT0002371,Whole Foods Market Inc,0
ACCT0077964,Wipro - Citrix Systems Inc,0
ACCT0151723,Wipro - Goddard Systems Inc,0
ACCT0168862,Wipro - Humana,0
ACCT0145401,Wipro - Kier,0
ACCT0098157,Wipro - Munich Re,0
ACCT0177241,Wipro Limited - CenterWell Home Health,0
ACCT0093231,World Wide Technology - Hawaii DOE,0
ACCT0000282,Xerox Business Services LLC,0
ACCT0154582,Xfiber AS,0
ACCT0003648,Xilinx Inc,0
ACCT0048835,Xome Holdings LLC,0
ACCT0159511,Xopti Communications Inc,0
ACCT0058923,Young Adult Institute Inc,0
ACCT0165103,Deloitte c/o Army DCO - CPS,-1.71E-13
ACCT0087755,Atalian Interactive Ltd,-6.82E-13
ACCT0032430,Aguas Andinas SA,-9.09E-13
ACCT0000025,GD&A,-9.09E-13
ACCT0167404,Deloitte Consulting Federal GCC - United States Space Force,-1.14E-12
ACCT0133140,Computer Sciences Corp - British Columbia Registry Services,-1.82E-12
ACCT0149341,Computer Sciences Corp - New Jersey Medicaid,-1.82E-12
ACCT0069070,Exotic Metals Forming Co LLC,-1.82E-12
ACCT0153139,ManTech - US Army - CECOM SEC,-1.82E-12
ACCT0014334,SAIC - CBP,-1.82E-12
ACCT0094337,Yuma Proving Ground,-1.82E-12
ACCT0010938,US Army,-2.33E-12
ACCT0027030,Chow Tai Fook Jewellery Co Ltd,-3.64E-12
ACCT0109532,CSRA LLC - Defense Information Systems Agency,-3.64E-12
ACCT0010915,US Army National Guard,-4.55E-12
ACCT0087337,Wipro - NSB,-4.55E-12
ACCT0023654,Kentucky Farm Bureau Mutual Insurance Co,-4.66E-12
ACCT0032453,Compañía Cervecerías Unidas S.A,-4.95E-12
ACCT0019710,Avarn Security AS,-5.46E-12
ACCT0040378,GuidePoint Security LLC,-5.46E-12
ACCT0007216,Leidos Holdings Inc - Centers For Medicare & Medicaid Services CMS,-6.48E-12
ACCT0008535,Appriss Inc,-7.28E-12
ACCT0147129,AT&T Services Inc - WiFi,-7.28E-12
ACCT0008810,HealthPlan Services Inc,-7.28E-12
ACCT0003062,ManTech Intl Corp,-7.28E-12
ACCT0121282,Mutual of Omaha Bank,-7.28E-12
ACCT0004955,Navy Federal Credit Union,-7.28E-12
ACCT0065219,BetterCloud Inc,-1.09E-11
ACCT0095345,Master Lock Co LLC,-1.09E-11
ACCT0160974,Peraton - US Army Training And Doctrine Command TRADOC,-1.14E-11
ACCT0096826,GW Research Limited,-1.18E-11
ACCT0155119,DXC - Cassa Depositi e Prestiti,-1.27E-11
ACCT0106829,QuantumBlack Visual Analytics Ltd,-1.36E-11
ACCT0087063,Burgess Group LLC,-1.46E-11
ACCT0145304,NAVSEA Cloud Brokerage,-1.46E-11
ACCT0092706,World Vision Intl (NetHope),-1.46E-11
ACCT0108319,IBM Colombia SAS,-2.18E-11
ACCT0002390,Anadarko Petroleum Corporation,-2.36E-11
ACCT0110609,AT&T Federal - MPO,-2.36E-11
ACCT0005900,City of Hope National Medical Center,-2.91E-11
ACCT0019329,Nfrastructure Technologies Inc,-2.91E-11
ACCT0135771,Tata Consultancy Services - Seadrill,-2.91E-11
ACCT0156141,Unikomm - KFSH,-2.91E-11
ACCT0022389,Beacon Health Options Inc,-3.64E-11
ACCT0161913,GOVL-HR,-3.64E-11
ACCT0023964,NCR Corp (SMA),-4.37E-11
ACCT0065707,World Health Organization,-4.37E-11
ACCT0010863,ManpowerGroup Inc,-5.82E-11
ACCT0148637,CommonSpirit Health - HR,-7.28E-11
ACCT0032814,Hulu LLC,-7.82E-11
ACCT0166276,CACI Intl Inc - DHS HQ,-4.07E-10
ACCT0151482,Fujitsu Ltd (DSP),-9.31E-10
ACCT0005778,Visiting Nurse Service Of New York,-7.81E-05
ACCT0048512,Entravision Communications Corp,-9.77E-05
ACCT0026033,Avago Technologies Intl Sales Pte Ltd,-0.00015625
ACCT0084999,Veritas Managed Back Up Services MBS,-0.000195313
ACCT0024103,RoundTower Technologies LLC,-0.000244141
ACCT0013340,Turner Broadcasting System Inc,-0.0009375
ACCT0004471,Covanta Holding Corporation,-0.0015625
ACCT0008198,Pacific Life - Retirement Services,-0.0015625
ACCT0001908,Netflix Inc,-0.00265625
ACCT0074820,LSC Communications US LLC,-0.0034375
ACCT0091645,Nuvolo - Aramark,-0.01
ACCT0006939,Allianz Global Investors Of America LP,-0.011293945
ACCT0179818,LMI - Veterans Affairs,-0.02
ACCT0080769,Atos US - Texas DIR,-0.0403125
ACCT0000188,Express Scripts Holding Co,-0.12
ACCT0140824,"Reef Global, Inc.",-2.52
ACCT0021792,1901 Group LLC,-3.6
ACCT0123388,Computer Sciences Corp - Interior Health Authority,-6
ACCT0138750,DXC - Warner Media,-6
ACCT0009841,GlobalFoundries Dresden Module Two GmbH & Co KG LLC,-6
ACCT0010686,Emerson Electric Co,-12
ACCT0048708,HCL - Rockwell,-25.2
ACCT0023237,Deloitte Management Services LP,-26.68997559
ACCT0094294,Computer Sciences Corp - Helvetia Holding AG,-34.8
ACCT0075862,HCL - Otsuka,-42
ACCT0001348,Kansas City Southern,-51
ACCT0093292,HCL - Iron Mountain,-84
ACCT0067000,Randstad NV,-98.59976563
ACCT0001603,Agrium Inc,-129.13
ACCT0059531,Proservia - OECD,-146.0948047
ACCT0078495,Cybex Assistance,-154.32
ACCT0019805,LVMH PCIS (Perfumes & Cosmetics Information Services),-163.2
ACCT0070837,BRH Multimedia SARL,-170.89
ACCT0071941,GDF Suez Group BEE,-186.9784961
ACCT0011812,HELLA GmbH & Co. KG,-204.33
ACCT0023111,Softpoint Trusted Quality GmbH,-250.6617749
ACCT0140276,Wipro - LVFS,-254.87
ACCT0123848,Intel - DCG,-280.8
ACCT0131286,FDM UK,-301.4
ACCT0076665,Ciment McInnis Inc,-356.0900781
ACCT0174654,Netpoint - Corden Pharma,-357.46
ACCT0165005,App4mation - Kraft Heinz Foods Co,-491.35
ACCT0163645,Kyndryl Korea LLC,-600
ACCT0100734,Auscript Australasia Pty Ltd,-693.66
ACCT0136748,Intragen BV,-752.32
ACCT0065216,HMSHost Intl BV,-833.27
ACCT0014211,Direkt Gruppe GmbH,-909.8810156
ACCT0125624,Eurovita SpA,-935.2866
ACCT0005762,NCS Pearson Inc,-970.55
ACCT0119222,Xelent Holding AB,-982.64
ACCT0003505,Allergan Inc,-990
ACCT0038266,Vology Inc,"-1,269.12"
ACCT0077988,Mercer US Inc,"-1,320"
ACCT0179018,Bentley Systems UK,"-1,371.83"
ACCT0038963,Bemido SA,"-1,378.03"
ACCT0111048,Sofigate Services Oy - Finavia Corp,"-1,383.71"
ACCT0168766,"EDP - Gestao da Producao de Energia, S.A.","-1,408.60"
ACCT0032977,MHI Vestas Offshore Wind AS,"-1,654.31"
ACCT0125123,Coveo Solutions Inc,"-1,714.27"
ACCT0114698,SCC Plc - Sabio,"-1,828.05"
ACCT0101541,VA EXPERT TECNOLOGIA DA INFORMAÇÃO LTDA,"-1,832.83"
ACCT0134033,Globosat Programadora Ltda,"-1,891"
ACCT0177687,Logiq Consulting Ltd - Defence Digital,"-1,911.61"
ACCT0025637,Devoteam Italia SRL,"-1,997.20"
ACCT0084988,GOV L - DVV,"-2,000"
ACCT0143121,Infosys - NextEra Energy (FPL),"-2,000"
ACCT0003779,IHS Global Inc,"-2,040.00"
ACCT0176254,NTT Data Deutschland GmbH - Vitos Holding gGmbh,"-2,069.97"
ACCT0005074,Chaumet Intl SA,"-2,122.40"
ACCT0193407,US Dept of State - MACS,"-2,143.20"
ACCT0075133,Moravian College,"-2,448.00"
ACCT0174532,Mapfre Tech SA,"-2,455.01"
ACCT0033844,Digisystem Servicos Especializados Ltda,"-2,626.14"
ACCT0089367,Indiana University Campus,"-2,667.95"
ACCT0170814,Ministry of Electronic Governance,"-2,693.82"
ACCT0215118,Eviden Germany GmbH (ASBS),"-2,707.44"
ACCT0048808,LapIT Oy,"-2,733.05"
ACCT0173829,TOW80 Consulting srl - Azienda Sanitaria Universitaria Friuli Centrale,"-2,850.69"
ACCT0007062,HMSHost Corporation,"-2,880.00"
ACCT0172406,Health New Zealand - Te Toka Tumai Auckland,"-2,931.48"
ACCT0008200,University Of California San Francisco - Epic,"-3,001.50"
ACCT0145263,Fujitsu France - Suntory,"-3,102.46"
ACCT0033422,GrandVision Retail Holding BV,"-3,446.99"
ACCT0121940,Beta 80 - Insiel,"-3,480.85"
ACCT0158016,Secretaria de Estado de Desenvolvimento Social SEDES,"-3,568.69"
ACCT0145730,Computacenter AG,"-3,826.58"
ACCT0064574,Prudential Seguros Do Brasil De Vida SA,"-3,856.86"
ACCT0140934,HCL - Dean Foods,"-3,877.20"
ACCT0125733,HCL - Brightstar,"-4,704.00"
ACCT0177583,Endava UK Ltd - BPP,"-4,766.77"
ACCT0015833,Groupe Nexio Select Inc.,"-4,775.91"
ACCT0156944,Kyndryl - WEG SA,"-5,037.46"
ACCT0021941,Bedag Informatik AG,"-5,044.47"
ACCT0032782,Lucozade Ribena Suntory Ltd,"-5,308.27"
ACCT0088985,Sofigate Services Oy - Kuuma ICT,"-5,362.52"
ACCT0031222,Deloitte Consulting S.R.L. S.B.,"-5,572.69"
ACCT0109635,Syntrus Achmea Pensioenbeheer NV,"-5,697.54"
ACCT0124548,Visolit Sweden AB – HSB,"-5,738.90"
ACCT0133114,ITCE  OOD - Raiffeisen Bank Kosovo,"-6,057.99"
ACCT0170455,Rackspace Ltd-WPP 2005 Limited,"-6,117.99"
ACCT0064912,Tornos SA,"-6,333.39"
ACCT0123050,Beta 80 - Lombardia,"-6,751.06"
ACCT0080253,Sopra Steria AB – Swedavia,"-6,798.37"
ACCT0096587,Deloitte Federal - Department Of Homeland Security TSA,"-6,812.50"
ACCT0070740,AT&T Mobility,"-7,195.20"
ACCT0138043,LVMH Moet Hennessy Louis Vuitton Inc,"-7,482.39"
ACCT0019471,KPMG PS (Banedanmark),"-8,353.95"
